region,region_code,age_band,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Mid and East Antrim,N09000008,Aged 0 - 15,28139.0,27788.0,27482.0,27252.0,27230.0,27184.0,27178.0,27024.0,26907.0,26737.0,26624.0,26426.0,26232.0,26153.0,26052.0,26113.0,26221.0,26433.0,26294.0,26284.0,25921.0,25785.0,25731.0,
Mid and East Antrim,N09000008,Aged 16 - 59/64,78052.0,78838.0,79547.0,80005.0,80684.0,81320.0,81902.0,82337.0,82469.0,82425.0,82173.0,82150.0,81962.0,82164.0,82195.0,82177.0,81895.0,81863.0,81768.0,81300.0,81111.0,80808.0,80856.0,
Mid and East Antrim,N09000008,Aged 16 - 64,81234.0,82066.0,82918.0,83528.0,84300.0,85062.0,85816.0,86269.0,86432.0,86424.0,86187.0,86092.0,85915.0,86037.0,86088.0,86154.0,85971.0,85983.0,86093.0,85774.0,85655.0,85451.0,85668.0,
Mid and East Antrim,N09000008,Aged 18 - 24,10337.0,10571.0,10756.0,10987.0,11262.0,11338.0,11652.0,11759.0,11730.0,11672.0,11605.0,11549.0,11269.0,11177.0,11104.0,11085.0,10787.0,10630.0,10435.0,10103.0,10072.0,9750.0,9793.0,
Mid and East Antrim,N09000008,Aged 65 and over,18079.0,18427.0,18781.0,19145.0,19450.0,19775.0,20276.0,20876.0,21435.0,21996.0,22554.0,23319.0,23836.0,24420.0,24945.0,25451.0,25827.0,26176.0,26679.0,27076.0,27551.0,27964.0,28441.0,
Mid and East Antrim,N09000008,All ages,127452.0,128281.0,129181.0,129925.0,130980.0,132021.0,133270.0,134169.0,134774.0,135157.0,135365.0,135837.0,135983.0,136610.0,137085.0,137718.0,138019.0,138592.0,139066.0,139134.0,139127.0,139200.0,139840.0,
Mid Ulster,N09000009,Aged 0 - 15,30652.0,30429.0,30097.0,29980.0,30003.0,30163.0,30654.0,31028.0,31336.0,31648.0,32050.0,32314.0,32709.0,33047.0,33136.0,33495.0,33895.0,34155.0,34478.0,34555.0,34656.0,34753.0,34822.0,
Mid Ulster,N09000009,Aged 16 - 59/64,71804.0,72888.0,73998.0,75147.0,76932.0,79171.0,81647.0,83346.0,84332.0,85237.0,86132.0,86722.0,86853.0,87680.0,88259.0,88741.0,88937.0,89047.0,89298.0,89102.0,89199.0,89004.0,89325.0,
Mid Ulster,N09000009,Aged 16 - 64,74284.0,75415.0,76625.0,77836.0,79753.0,82102.0,84701.0,86475.0,87541.0,88455.0,89414.0,89997.0,90156.0,91024.0,91602.0,92151.0,92410.0,92633.0,92961.0,92938.0,93219.0,93111.0,93479.0,
Mid Ulster,N09000009,Aged 18 - 24,11266.0,11492.0,11592.0,11737.0,12271.0,12871.0,13492.0,13656.0,13730.0,13626.0,13602.0,13366.0,13061.0,12905.0,12807.0,12590.0,12417.0,12297.0,12114.0,11827.0,11827.0,11499.0,11730.0,
Mid Ulster,N09000009,Aged 65 and over,14176.0,14370.0,14602.0,14829.0,15129.0,15397.0,15733.0,16092.0,16531.0,17118.0,17547.0,18155.0,18686.0,19146.0,19666.0,20228.0,20697.0,21240.0,21791.0,22254.0,22723.0,23137.0,23705.0,
Mid Ulster,N09000009,All ages,119112.0,120214.0,121324.0,122645.0,124885.0,127662.0,131088.0,133595.0,135408.0,137221.0,139011.0,140466.0,141551.0,143217.0,144404.0,145874.0,147002.0,148028.0,149230.0,149747.0,150598.0,151001.0,152006.0,
"Newry, Mourne and Down",N09000010,Aged 0 - 15,39588.0,39278.0,38945.0,38813.0,38862.0,38740.0,38899.0,39113.0,39276.0,39394.0,39312.0,39449.0,39481.0,39511.0,39595.0,39969.0,40202.0,40365.0,40541.0,40269.0,40158.0,40429.0,40130.0,
"Newry, Mourne and Down",N09000010,Aged 16 - 59/64,92335.0,93567.0,94879.0,96527.0,98015.0,99893.0,102120.0,103605.0,104368.0,104979.0,105462.0,106036.0,106421.0,106246.0,106309.0,106481.0,106589.0,106550.0,106684.0,106281.0,105993.0,105009.0,105152.0,
"Newry, Mourne and Down",N09000010,Aged 16 - 64,95538.0,96781.0,98233.0,100067.0,101700.0,103734.0,106120.0,107709.0,108582.0,109274.0,109819.0,110453.0,110877.0,110734.0,110923.0,111203.0,111424.0,111573.0,111877.0,111563.0,111550.0,110732.0,110969.0,
"Newry, Mourne and Down",N09000010,Aged 18 - 24,14437.0,14610.0,14772.0,15115.0,15379.0,15901.0,16335.0,16583.0,16710.0,16444.0,16142.0,16006.0,15744.0,15240.0,15059.0,14945.0,14775.0,14658.0,14480.0,14040.0,14025.0,13282.0,13387.0,
"Newry, Mourne and Down",N09000010,Aged 65 and over,18600.0,18925.0,19217.0,19580.0,19891.0,20249.0,20615.0,21197.0,21794.0,22451.0,23145.0,23852.0,24593.0,25312.0,26041.0,26845.0,27573.0,28267.0,29110.0,29851.0,30637.0,31473.0,32330.0,
"Newry, Mourne and Down",N09000010,All ages,153726.0,154984.0,156395.0,158460.0,160453.0,162723.0,165634.0,168019.0,169652.0,171119.0,172276.0,173754.0,174951.0,175557.0,176559.0,178017.0,179199.0,180205.0,181528.0,181683.0,182345.0,182634.0,183429.0,
Ards and North Down,N09000011,Aged 0 - 15,30512.0,30083.0,29656.0,29316.0,29285.0,29425.0,29343.0,29486.0,29669.0,29645.0,29717.0,29804.0,29736.0,29720.0,29706.0,29895.0,30017.0,30045.0,30060.0,29851.0,29638.0,29665.0,29354.0,
Ards and North Down,N09000011,Aged 16 - 59/64,92547.0,93237.0,93443.0,93726.0,94511.0,94913.0,95078.0,94750.0,94665.0,94261.0,93886.0,93659.0,93021.0,92451.0,92695.0,92626.0,92284.0,92277.0,92290.0,92062.0,91958.0,91503.0,91755.0,
Ards and North Down,N09000011,Aged 16 - 64,96161.0,97011.0,97481.0,98044.0,99141.0,99902.0,100347.0,100159.0,100113.0,99715.0,99276.0,98922.0,98118.0,97477.0,97654.0,97538.0,97318.0,97472.0,97603.0,97567.0,97692.0,97365.0,97663.0,
Ards and North Down,N09000011,Aged 18 - 24,12116.0,12361.0,12442.0,12668.0,12726.0,12696.0,12809.0,12640.0,12884.0,12692.0,12474.0,12238.0,11962.0,11599.0,11689.0,11511.0,11312.0,11200.0,10993.0,10773.0,10531.0,10230.0,10246.0,
Ards and North Down,N09000011,Aged 65 and over,22886.0,23104.0,23287.0,23552.0,23807.0,24161.0,24716.0,25369.0,26276.0,27158.0,27950.0,29068.0,30102.0,31179.0,32002.0,32866.0,33596.0,34299.0,35144.0,35788.0,36497.0,37193.0,37896.0,
Ards and North Down,N09000011,All ages,149559.0,150198.0,150424.0,150912.0,152233.0,153488.0,154406.0,155014.0,156058.0,156518.0,156943.0,157794.0,157956.0,158376.0,159362.0,160299.0,160931.0,161816.0,162807.0,163206.0,163827.0,164223.0,164913.0,
Clackmannanshire,S12000005,Aged 0 - 15,9973.0,9825.0,9581.0,9478.0,9507.0,9382.0,9544.0,9657.0,9562.0,9459.0,9302.0,9175.0,9148.0,9056.0,8978.0,8972.0,8950.0,8915.0,8920.0,8873.0,8831.0,8697.0,8719.0,
Clackmannanshire,S12000005,Aged 16 - 59/64,29853.0,29982.0,30040.0,30543.0,30850.0,31301.0,31885.0,32135.0,32110.0,31990.0,32024.0,31715.0,31575.0,31343.0,31271.0,31070.0,30989.0,30727.0,30588.0,30197.0,30261.0,30274.0,30293.0,
Clackmannanshire,S12000005,Aged 16 - 64,31138.0,31255.0,31380.0,31929.0,32321.0,32808.0,33522.0,33854.0,33889.0,33793.0,33884.0,33461.0,33260.0,33027.0,32955.0,32743.0,32689.0,32478.0,32375.0,31996.0,32112.0,32190.0,32274.0,
Clackmannanshire,S12000005,Aged 18 - 24,3619.0,3735.0,3758.0,3905.0,3965.0,3896.0,4094.0,4124.0,4117.0,4091.0,4099.0,4098.0,4126.0,4168.0,4127.0,4072.0,4025.0,3936.0,3907.0,3711.0,3613.0,3522.0,3542.0,
Clackmannanshire,S12000005,Aged 65 and over,6959.0,7060.0,7179.0,7273.0,7332.0,7350.0,7534.0,7679.0,7839.0,8078.0,8314.0,8714.0,9002.0,9307.0,9627.0,9825.0,10011.0,10177.0,10405.0,10561.0,10697.0,10863.0,10947.0,
Clackmannanshire,S12000005,All ages,48070.0,48140.0,48140.0,48680.0,49160.0,49540.0,50600.0,51190.0,51290.0,51330.0,51500.0,51350.0,51410.0,51390.0,51560.0,51540.0,51650.0,51570.0,51700.0,51430.0,51640.0,51750.0,51940.0,
Dumfries and Galloway,S12000006,Aged 0 - 15,27750.0,27246.0,26774.0,26398.0,26341.0,26106.0,25974.0,25839.0,25664.0,25304.0,25077.0,24424.0,23929.0,23503.0,23136.0,23023.0,22856.0,22791.0,22726.0,22684.0,22551.0,22096.0,21855.0,
Dumfries and Galloway,S12000006,Aged 16 - 59/64,86851.0,86659.0,86703.0,87360.0,87768.0,87859.0,87755.0,87770.0,87404.0,87245.0,87175.0,86310.0,85485.0,84699.0,83821.0,82845.0,81952.0,80736.0,79895.0,78654.0,78372.0,77734.0,77175.0,
Dumfries and Galloway,S12000006,Aged 16 - 64,91585.0,91459.0,91732.0,92516.0,93035.0,93154.0,93381.0,93500.0,93213.0,93085.0,93029.0,91892.0,90977.0,90182.0,89332.0,88470.0,87581.0,86413.0,85665.0,84522.0,84344.0,83896.0,83536.0,
Dumfries and Galloway,S12000006,Aged 18 - 24,8893.0,9062.0,9358.0,9589.0,9870.0,10180.0,10438.0,10611.0,10645.0,10645.0,10833.0,10928.0,10873.0,10837.0,10653.0,10486.0,10136.0,9776.0,9527.0,9081.0,8969.0,8576.0,8517.0,
Dumfries and Galloway,S12000006,Aged 65 and over,28445.0,28965.0,29354.0,29786.0,30244.0,30510.0,31015.0,31671.0,32283.0,32711.0,33304.0,34344.0,35044.0,35795.0,36352.0,36907.0,37383.0,37806.0,38459.0,38934.0,39435.0,39778.0,40279.0,
Dumfries and Galloway,S12000006,All ages,147780.0,147670.0,147860.0,148700.0,149620.0,149770.0,150370.0,151010.0,151160.0,151100.0,151410.0,150660.0,149950.0,149480.0,148820.0,148400.0,147820.0,147010.0,146850.0,146140.0,146330.0,145770.0,145670.0,
East Ayrshire,S12000008,Aged 0 - 15,23907.0,23440.0,23035.0,22900.0,22579.0,22279.0,22069.0,21980.0,21861.0,21674.0,21555.0,21473.0,21241.0,20981.0,20988.0,21023.0,20902.0,20872.0,20791.0,20650.0,20540.0,20371.0,20262.0,
East Ayrshire,S12000008,Aged 16 - 59/64,73603.0,73558.0,73785.0,74101.0,74331.0,74564.0,74868.0,75150.0,75348.0,75374.0,75480.0,74872.0,74262.0,73750.0,73181.0,72675.0,72008.0,71286.0,70959.0,70187.0,69980.0,69558.0,69512.0,
East Ayrshire,S12000008,Aged 16 - 64,77023.0,76985.0,77257.0,77657.0,77924.0,78213.0,78757.0,79225.0,79515.0,79593.0,79707.0,78915.0,78227.0,77677.0,77111.0,76626.0,76044.0,75390.0,75171.0,74533.0,74437.0,74077.0,74131.0,
East Ayrshire,S12000008,Aged 18 - 24,8944.0,9100.0,9323.0,9654.0,9876.0,9975.0,10141.0,10287.0,10490.0,10488.0,10545.0,10496.0,10375.0,10075.0,9877.0,9604.0,9203.0,8964.0,8740.0,8489.0,8466.0,8374.0,8350.0,
East Ayrshire,S12000008,Aged 65 and over,19380.0,19495.0,19558.0,19653.0,19777.0,19948.0,20124.0,20395.0,20734.0,21143.0,21428.0,22222.0,22782.0,23202.0,23521.0,23921.0,24184.0,24528.0,24908.0,25177.0,25543.0,25952.0,26357.0,
East Ayrshire,S12000008,All ages,120310.0,119920.0,119850.0,120210.0,120280.0,120440.0,120950.0,121600.0,122110.0,122410.0,122690.0,122610.0,122250.0,121860.0,121620.0,121570.0,121130.0,120790.0,120870.0,120360.0,120520.0,120400.0,120750.0,
East Lothian,S12000010,Aged 0 - 15,18765.0,18706.0,18455.0,18412.0,18392.0,18501.0,18618.0,18621.0,18622.0,18551.0,18676.0,18816.0,18819.0,18919.0,19098.0,19197.0,19313.0,19614.0,19999.0,19994.0,20141.0,20161.0,20202.0,
East Lothian,S12000010,Aged 16 - 59/64,53299.0,54098.0,54662.0,55038.0,55457.0,56137.0,57327.0,58765.0,59260.0,59799.0,59977.0,60398.0,60733.0,61169.0,61669.0,62109.0,62311.0,62518.0,62824.0,63160.0,63926.0,64217.0,64728.0,
East Lothian,S12000010,Aged 16 - 64,55782.0,56637.0,57225.0,57706.0,58141.0,58897.0,60287.0,61934.0,62426.0,63066.0,63333.0,63660.0,63918.0,64362.0,64933.0,65420.0,65737.0,66051.0,66532.0,67042.0,68004.0,68412.0,69076.0,
East Lothian,S12000010,Aged 18 - 24,5275.0,5440.0,5665.0,5876.0,6140.0,6274.0,6508.0,7290.0,7578.0,7813.0,7907.0,8147.0,8206.0,8305.0,8446.0,8333.0,8101.0,7937.0,7612.0,7450.0,7392.0,7351.0,7421.0,
East Lothian,S12000010,Aged 65 and over,15633.0,15717.0,15960.0,16052.0,16197.0,16452.0,16665.0,16925.0,17292.0,17523.0,17911.0,18604.0,19163.0,19599.0,20069.0,20543.0,21010.0,21375.0,21969.0,22464.0,23205.0,23887.0,24462.0,
East Lothian,S12000010,All ages,90180.0,91060.0,91640.0,92170.0,92730.0,93850.0,95570.0,97480.0,98340.0,99140.0,99920.0,101080.0,101900.0,102880.0,104100.0,105160.0,106060.0,107040.0,108500.0,109500.0,111350.0,112460.0,113740.0,
East Renfrewshire,S12000011,Aged 0 - 15,19166.0,19061.0,18770.0,18663.0,18511.0,18324.0,18167.0,18027.0,17904.0,17821.0,17925.0,17734.0,17785.0,17910.0,18022.0,18303.0,18656.0,18885.0,19057.0,19231.0,19311.0,19439.0,19756.0,
East Renfrewshire,S12000011,Aged 16 - 59/64,53755.0,54115.0,53993.0,53788.0,53809.0,53656.0,53538.0,53372.0,53215.0,53456.0,53495.0,53462.0,53603.0,53874.0,53832.0,53846.0,53928.0,53596.0,53353.0,53172.0,52988.0,53203.0,53869.0,
East Renfrewshire,S12000011,Aged 16 - 64,56163.0,56524.0,56411.0,56298.0,56373.0,56176.0,56297.0,56247.0,56153.0,56423.0,56523.0,56394.0,56508.0,56763.0,56806.0,56953.0,57136.0,56866.0,56680.0,56553.0,56353.0,56613.0,57300.0,
East Renfrewshire,S12000011,Aged 18 - 24,6550.0,6753.0,6810.0,6852.0,6835.0,6724.0,6916.0,7096.0,7124.0,7284.0,7491.0,7546.0,7437.0,7314.0,7141.0,7101.0,6911.0,6784.0,6674.0,6549.0,6589.0,6561.0,6807.0,
East Renfrewshire,S12000011,Aged 65 and over,14081.0,14345.0,14689.0,14829.0,14996.0,15250.0,15376.0,15596.0,15923.0,16166.0,16362.0,16942.0,17377.0,17867.0,18282.0,18654.0,19058.0,19349.0,19723.0,20096.0,20626.0,21118.0,21544.0,
East Renfrewshire,S12000011,All ages,89410.0,89930.0,89870.0,89790.0,89880.0,89750.0,89840.0,89870.0,89980.0,90410.0,90810.0,91070.0,91670.0,92540.0,93110.0,93910.0,94850.0,95100.0,95460.0,95880.0,96290.0,97170.0,98600.0,
Na h-Eileanan Siar,S12000013,Aged 0 - 15,4954.0,4900.0,4902.0,4878.0,4840.0,4778.0,4765.0,4717.0,4752.0,4675.0,4655.0,4534.0,4404.0,4368.0,4278.0,4222.0,4258.0,4226.0,4174.0,4063.0,3988.0,3956.0,3858.0,
Na h-Eileanan Siar,S12000013,Aged 16 - 59/64,15403.0,15371.0,15395.0,15616.0,15840.0,15954.0,15963.0,15960.0,15893.0,16000.0,15971.0,15807.0,15683.0,15404.0,15142.0,14910.0,14794.0,14571.0,14398.0,14192.0,14248.0,14134.0,14052.0,
Na h-Eileanan Siar,S12000013,Aged 16 - 64,16240.0,16194.0,16235.0,16452.0,16671.0,16791.0,16897.0,16889.0,16877.0,17042.0,17014.0,16833.0,16689.0,16394.0,16136.0,15888.0,15741.0,15536.0,15374.0,15168.0,15243.0,15176.0,15126.0,
Na h-Eileanan Siar,S12000013,Aged 18 - 24,1561.0,1507.0,1568.0,1618.0,1661.0,1703.0,1770.0,1799.0,1782.0,1810.0,1779.0,1788.0,1796.0,1734.0,1723.0,1683.0,1623.0,1570.0,1478.0,1378.0,1367.0,1364.0,1359.0,
Na h-Eileanan Siar,S12000013,Aged 65 and over,5256.0,5256.0,5293.0,5320.0,5419.0,5491.0,5548.0,5674.0,5791.0,5883.0,6021.0,6173.0,6257.0,6428.0,6526.0,6590.0,6691.0,6738.0,6792.0,6849.0,6939.0,6988.0,7046.0,
Na h-Eileanan Siar,S12000013,All ages,26450.0,26350.0,26430.0,26650.0,26930.0,27060.0,27210.0,27280.0,27420.0,27600.0,27690.0,27540.0,27350.0,27190.0,26940.0,26700.0,26690.0,26500.0,26340.0,26080.0,26170.0,26120.0,26030.0,
Falkirk,S12000014,Aged 0 - 15,28308.0,27974.0,27988.0,27963.0,28140.0,28113.0,28080.0,28224.0,28246.0,28452.0,28398.0,28282.0,28076.0,27974.0,27954.0,27996.0,27920.0,27824.0,27808.0,27634.0,27341.0,26959.0,26754.0,
Falkirk,S12000014,Aged 16 - 59/64,90437.0,91167.0,91817.0,92985.0,94379.0,95105.0,95895.0,96159.0,96524.0,96601.0,97233.0,96891.0,96731.0,96584.0,96645.0,96839.0,97057.0,96518.0,96445.0,95791.0,95336.0,94761.0,94537.0,
Falkirk,S12000014,Aged 16 - 64,94525.0,95270.0,95942.0,97113.0,98538.0,99312.0,100360.0,100794.0,101306.0,101540.0,102375.0,101875.0,101645.0,101422.0,101479.0,101680.0,101990.0,101551.0,101620.0,101082.0,100708.0,100330.0,100274.0,
Falkirk,S12000014,Aged 18 - 24,11680.0,11877.0,12061.0,12304.0,12453.0,12389.0,12312.0,12394.0,12689.0,12547.0,12667.0,12683.0,12656.0,12714.0,12750.0,12663.0,12538.0,12221.0,12067.0,11759.0,11572.0,11234.0,11210.0,
Falkirk,S12000014,Aged 65 and over,22437.0,22676.0,22870.0,23224.0,23452.0,23665.0,23880.0,24272.0,24658.0,25138.0,25477.0,26433.0,27129.0,27874.0,28457.0,29014.0,29360.0,29775.0,30172.0,30384.0,30831.0,31161.0,31592.0,
Falkirk,S12000014,All ages,145270.0,145920.0,146800.0,148300.0,150130.0,151090.0,152320.0,153290.0,154210.0,155130.0,156250.0,156590.0,156850.0,157270.0,157890.0,158690.0,159270.0,159150.0,159600.0,159100.0,158880.0,158450.0,158620.0,
Highland,S12000017,Aged 0 - 15,40889.0,40411.0,40101.0,40262.0,40487.0,40610.0,40776.0,41084.0,41317.0,41286.0,41334.0,40710.0,40165.0,39619.0,39375.0,39286.0,38815.0,38579.0,38439.0,37992.0,37621.0,37243.0,36951.0,
Highland,S12000017,Aged 16 - 59/64,127099.0,127794.0,129013.0,130848.0,133100.0,134891.0,136575.0,137717.0,137895.0,138727.0,139441.0,138954.0,138142.0,137311.0,137386.0,136901.0,136597.0,135527.0,134396.0,133160.0,133976.0,133106.0,132839.0,
Highland,S12000017,Aged 16 - 64,133241.0,134048.0,135497.0,137602.0,139926.0,141870.0,144042.0,145545.0,145924.0,147072.0,147972.0,147264.0,146418.0,145590.0,145682.0,145315.0,145034.0,144017.0,143047.0,141944.0,143019.0,142309.0,142159.0,
Highland,S12000017,Aged 18 - 24,13785.0,13936.0,14335.0,14787.0,15308.0,15492.0,15868.0,16223.0,16314.0,16337.0,16452.0,16623.0,16573.0,16544.0,16700.0,16519.0,16256.0,15945.0,15493.0,15019.0,15231.0,14742.0,14635.0,
Highland,S12000017,Aged 65 and over,34790.0,35301.0,36042.0,36696.0,37647.0,38300.0,39182.0,40341.0,41509.0,42372.0,43424.0,45026.0,46497.0,47971.0,48993.0,49959.0,50931.0,51914.0,53014.0,53974.0,55220.0,56158.0,57220.0,
Highland,S12000017,All ages,208920.0,209760.0,211640.0,214560.0,218060.0,220780.0,224000.0,226970.0,228750.0,230730.0,232730.0,233000.0,233080.0,233180.0,234050.0,234560.0,234780.0,234510.0,234500.0,233910.0,235860.0,235710.0,236330.0,
Inverclyde,S12000018,Aged 0 - 15,16306.0,15918.0,15598.0,15263.0,15143.0,14825.0,14537.0,14271.0,14053.0,13869.0,13674.0,13403.0,13222.0,13098.0,12898.0,12740.0,12586.0,12475.0,12469.0,12282.0,12078.0,11996.0,12094.0,
Inverclyde,S12000018,Aged 16 - 59/64,51438.0,51492.0,51273.0,50982.0,51050.0,50887.0,50772.0,50739.0,50417.0,50261.0,49911.0,49666.0,49478.0,49007.0,48737.0,48313.0,47904.0,47316.0,46764.0,46185.0,45824.0,45431.0,44985.0,
Inverclyde,S12000018,Aged 16 - 64,53831.0,53824.0,53649.0,53392.0,53426.0,53290.0,53320.0,53346.0,53050.0,52970.0,52709.0,52368.0,52146.0,51658.0,51404.0,50997.0,50712.0,50199.0,49797.0,49335.0,49036.0,48724.0,48402.0,
Inverclyde,S12000018,Aged 18 - 24,6870.0,7015.0,7197.0,7248.0,7207.0,7273.0,7184.0,7200.0,7193.0,7221.0,7045.0,7013.0,6889.0,6821.0,6744.0,6504.0,6284.0,6167.0,6060.0,5792.0,5660.0,5524.0,5573.0,
Inverclyde,S12000018,Aged 65 and over,14013.0,13988.0,14053.0,14035.0,14111.0,14205.0,14253.0,14383.0,14567.0,14671.0,14837.0,15219.0,15502.0,15804.0,16048.0,16373.0,16542.0,16696.0,16914.0,17003.0,17316.0,17630.0,17834.0,
Inverclyde,S12000018,All ages,84150.0,83730.0,83300.0,82690.0,82680.0,82320.0,82110.0,82000.0,81670.0,81510.0,81220.0,80990.0,80870.0,80560.0,80350.0,80110.0,79840.0,79370.0,79180.0,78620.0,78430.0,78350.0,78330.0,
Midlothian,S12000019,Aged 0 - 15,16993.0,16620.0,16274.0,15933.0,15703.0,15500.0,15376.0,15386.0,15516.0,15528.0,15653.0,15899.0,16019.0,16268.0,16445.0,16667.0,16917.0,17288.0,17670.0,17788.0,18011.0,18286.0,18544.0,
Midlothian,S12000019,Aged 16 - 59/64,49642.0,49819.0,49549.0,49589.0,49508.0,49417.0,49537.0,50344.0,50175.0,50170.0,50726.0,50923.0,51087.0,52124.0,52814.0,53515.0,54373.0,54778.0,55127.0,55500.0,56340.0,56994.0,57524.0,
Midlothian,S12000019,Aged 16 - 64,51809.0,51996.0,51740.0,51840.0,51790.0,51827.0,52210.0,53135.0,53047.0,53129.0,53723.0,53767.0,53904.0,54891.0,55581.0,56246.0,57217.0,57719.0,58169.0,58600.0,59572.0,60303.0,60931.0,
Midlothian,S12000019,Aged 18 - 24,5638.0,5903.0,6052.0,6210.0,6207.0,6354.0,6392.0,6585.0,6591.0,6697.0,6862.0,7042.0,6978.0,7110.0,7190.0,6986.0,6889.0,6917.0,6796.0,6597.0,6595.0,6529.0,6590.0,
Midlothian,S12000019,Aged 65 and over,12148.0,12264.0,12266.0,12457.0,12557.0,12663.0,12784.0,13029.0,13337.0,13703.0,14074.0,14724.0,15187.0,15691.0,16124.0,16527.0,16836.0,17193.0,17581.0,17792.0,18107.0,18451.0,18785.0,
Midlothian,S12000019,All ages,80950.0,80880.0,80280.0,80230.0,80050.0,79990.0,80370.0,81550.0,81900.0,82360.0,83450.0,84390.0,85110.0,86850.0,88150.0,89440.0,90970.0,92200.0,93420.0,94180.0,95690.0,97040.0,98260.0,
Moray,S12000020,Aged 0 - 15,17488.0,17233.0,17289.0,17157.0,16973.0,16776.0,16810.0,16804.0,16926.0,16939.0,16919.0,16554.0,16381.0,16209.0,16048.0,16001.0,15786.0,15629.0,15663.0,15659.0,15606.0,15646.0,15471.0,
Moray,S12000020,Aged 16 - 59/64,52976.0,53677.0,54448.0,54715.0,55267.0,55904.0,55910.0,56743.0,56480.0,56524.0,55854.0,55112.0,56044.0,55967.0,56384.0,56371.0,55762.0,54999.0,54690.0,53992.0,53946.0,53662.0,53670.0,
Moray,S12000020,Aged 16 - 64,55299.0,56048.0,56915.0,57294.0,57916.0,58614.0,58892.0,59845.0,59642.0,59747.0,59181.0,58236.0,59118.0,59031.0,59447.0,59469.0,58964.0,58259.0,58004.0,57379.0,57368.0,57119.0,57257.0,
Moray,S12000020,Aged 18 - 24,5979.0,6228.0,6545.0,6715.0,6919.0,7139.0,7219.0,7396.0,7366.0,7349.0,7274.0,7207.0,7393.0,7370.0,7535.0,7530.0,7240.0,7090.0,6939.0,6562.0,6634.0,6406.0,6453.0,
Moray,S12000020,Aged 65 and over,14213.0,14409.0,14626.0,14929.0,15211.0,15390.0,15738.0,16191.0,16592.0,17004.0,17370.0,17920.0,18431.0,18930.0,19285.0,19620.0,19880.0,20192.0,20483.0,20812.0,21286.0,21535.0,21942.0,
Moray,S12000020,All ages,87000.0,87690.0,88830.0,89380.0,90100.0,90780.0,91440.0,92840.0,93160.0,93690.0,93470.0,92710.0,93930.0,94170.0,94780.0,95090.0,94630.0,94080.0,94150.0,93850.0,94260.0,94300.0,94670.0,
North Ayrshire,S12000021,Aged 0 - 15,27146.0,26781.0,26589.0,26144.0,25739.0,25556.0,25331.0,25255.0,25072.0,24677.0,24410.0,24041.0,23477.0,23173.0,22978.0,22874.0,22621.0,22437.0,22163.0,22019.0,21618.0,21214.0,21099.0,
North Ayrshire,S12000021,Aged 16 - 59/64,82758.0,82770.0,82855.0,83029.0,83219.0,83222.0,83369.0,83283.0,82713.0,82519.0,82486.0,81614.0,80968.0,80230.0,79578.0,78922.0,78409.0,77495.0,76643.0,75787.0,75505.0,75051.0,74664.0,
North Ayrshire,S12000021,Aged 16 - 64,86705.0,86810.0,86974.0,87318.0,87506.0,87554.0,88012.0,88126.0,87722.0,87583.0,87621.0,86493.0,85787.0,84976.0,84388.0,83785.0,83374.0,82526.0,81788.0,81042.0,80804.0,80451.0,80167.0,
North Ayrshire,S12000021,Aged 18 - 24,10437.0,10469.0,10767.0,10953.0,11119.0,11228.0,11275.0,11258.0,11330.0,11268.0,11328.0,11320.0,11197.0,10955.0,10974.0,10743.0,10408.0,10137.0,9837.0,9630.0,9638.0,9288.0,9318.0,
North Ayrshire,S12000021,Aged 65 and over,21969.0,22299.0,22747.0,23038.0,23445.0,23680.0,24077.0,24529.0,25036.0,25540.0,26059.0,27106.0,27836.0,28531.0,28864.0,29281.0,29805.0,30167.0,30649.0,31009.0,31488.0,31825.0,32304.0,
North Ayrshire,S12000021,All ages,135820.0,135890.0,136310.0,136500.0,136690.0,136790.0,137420.0,137910.0,137830.0,137800.0,138090.0,137640.0,137100.0,136680.0,136230.0,135940.0,135800.0,135130.0,134600.0,134070.0,133910.0,133490.0,133570.0,
Orkney Islands,S12000023,Aged 0 - 15,3815.0,3818.0,3780.0,3760.0,3765.0,3710.0,3673.0,3657.0,3650.0,3640.0,3597.0,3555.0,3509.0,3484.0,3452.0,3451.0,3476.0,3471.0,3531.0,3528.0,3524.0,3489.0,3461.0,
Orkney Islands,S12000023,Aged 16 - 59/64,11593.0,11625.0,11756.0,11931.0,12028.0,12261.0,12392.0,12443.0,12507.0,12666.0,12766.0,12738.0,12709.0,12619.0,12562.0,12518.0,12455.0,12423.0,12312.0,12282.0,12256.0,12171.0,12076.0,
Orkney Islands,S12000023,Aged 16 - 64,12182.0,12242.0,12404.0,12628.0,12720.0,12986.0,13120.0,13179.0,13259.0,13423.0,13554.0,13507.0,13460.0,13338.0,13300.0,13269.0,13241.0,13205.0,13118.0,13108.0,13088.0,13022.0,12953.0,
Orkney Islands,S12000023,Aged 18 - 24,1121.0,1143.0,1206.0,1237.0,1273.0,1358.0,1407.0,1453.0,1509.0,1541.0,1614.0,1604.0,1645.0,1643.0,1593.0,1515.0,1484.0,1411.0,1360.0,1299.0,1263.0,1194.0,1181.0,
